section,group,count,full_edge,context_edge,changed_edge,add,delete,full_type,state_mae,proposal_node_scope_recall,proposal_edge_scope_recall,proposal_edge_scope_excess_ratio,proposal_out_of_scope_miss_edge
overall_final,overall,600,0.974149470899471,0.9842141932141932,0.053691275167785234,0.012578616352201259,0.10071942446043165,0.9769221380471381,0.07059128814004362,0.8910505836575876,0.27070063694267515,0.8657894736842106,0.8456375838926175
overall_all_steps,overall,1800,0.9724420394420394,0.9830292454459122,0.06236559139784946,0.018907563025210083,0.10792951541850221,0.975381734006734,0.07147015247038041,0.9051667756703728,0.2906350914962325,0.8666447151794534,0.832258064516129
by_dependency_bucket_final,fully_independent,200,0.9729224386724387,0.9863747271247272,0.07801418439716312,0.015384615384615385,0.13157894736842105,0.9858977272727273,0.06800511599971791,0.8235294117647058,0.2577777777777778,0.9073482428115016,0.8156028368794326
by_dependency_bucket_final,partially_dependent,200,0.9737031024531025,0.9858040848040848,0.03508771929824561,0.0,0.06666666666666667,0.9759823232323233,0.06990113159161851,0.9111111111111111,0.21694915254237288,0.8907849829351536,0.8508771929824561
by_dependency_bucket_final,strongly_interacting,200,0.9758228715728715,0.9804637677137678,0.023255813953488372,0.025,0.0,0.9688863636363636,0.07386761682879443,0.9212218649517685,0.31516587677725116,0.8066860465116279,0.9302325581395349
by_dependency_bucket_all_steps,fully_independent,600,0.9719056036556037,0.9840045695045694,0.06486486486486487,0.016216216216216217,0.11351351351351352,0.9783261784511785,0.0692162005037433,0.8779783393501805,0.2789808917197452,0.8890577507598785,0.845945945945946
by_dependency_bucket_all_steps,partially_dependent,600,0.9736164021164022,0.9846799095965763,0.04126984126984127,0.006666666666666667,0.07272727272727272,0.97665867003367,0.07275710927410309,0.9039098740888005,0.2717271727172717,0.8730077120822622,0.8380952380952381
by_dependency_bucket_all_steps,strongly_interacting,600,0.9718041125541125,0.9804032572365906,0.08571428571428572,0.03546099290780142,0.15384615384615385,0.9711603535353536,0.07243714763329487,0.928529238038984,0.31473010064043916,0.8403712296983759,0.8040816326530612
by_event_type_all_steps,edge_add,476,0.9632105872652091,0.9843461471612731,0.018907563025210083,0.018907563025210083,,0.9946348994143112,0.06646365493904541,0.8865546218487395,0.029411764705882353,0.9911727616645649,0.9705882352941176
by_event_type_all_steps,edge_delete,454,0.964428266300513,0.9842442229006105,0.10792951541850221,,0.10792951541850221,0.9967711253504206,0.06434582156084714,0.9174008810572687,0.31277533039647576,0.9052069425901201,0.6872246696035242
by_event_type_all_steps,motif_type_flip,383,0.9855859979880868,0.9855859979880868,,,,0.9014894374554948,0.06713730759813957,0.9521322889469104,0.4046997389033943,0.7574334898278561,
by_event_type_all_steps,node_state_update,487,0.9785986885576208,0.9785986885576208,,,,0.9947358596229233,0.08641269588703714,0.8751584283903675,0.3153070577451879,0.7990654205607477,
by_corruption_setting_final,clean,600,0.974149470899471,0.9842141932141932,0.053691275167785234,0.012578616352201259,0.10071942446043165,0.9769221380471381,0.07059128814004362,0.8910505836575876,0.27070063694267515,0.8657894736842106,0.8456375838926175
by_corruption_setting_all_steps,clean,1800,0.9724420394420394,0.9830292454459122,0.06236559139784946,0.018907563025210083,0.10792951541850221,0.975381734006734,0.07147015247038041,0.9051667756703728,0.2906350914962325,0.8666447151794534,0.832258064516129
